IRGC_ID,COUNTRY,LAT,LON,bdodmean,cecmean,cfvomean,claymean,nitrogenmean,phh2omean,sandmean,siltmean,socmean,ocdmean,T_ESP,T_ECE,S_ESP,S_ECE,pawc,moist
IRIS_313-12222,Laos,16.38306,105.25833,1.42,15.4,13.1,30.8,0.44,5.8,44.6,24.6,10.3,7.7,2,0.1,1,0.1,229.7149963,110
IRIS_313-12224,Laos,17,105,1.44,13.1,11.9,31,0.47,5.6,36.7,32.4,4.4,6,1,0.1,2,0.1,245.8500061,110
IRIS_313-12225,Laos,15.90056,105.92139,1.24,13.9,17.7,27,2.65,5.5,37.9,35.1,13.6,13.3,1,0.1,2,0.1,249.1390076,62
IRIS_313-12229,Laos,20.61167,101.94667,1.26,15.5,31.3,38.8,0.9,5.3,26.7,34.4,8.3,6.2,2,0.1,1,0.1,229.7149963,110
IRIS_313-12231,Laos,17,105,1.44,13.1,11.9,31,0.47,5.6,36.7,32.4,4.4,6,1,0.1,2,0.1,245.8500061,110
IRIS_313-12246,Cambodia,13.66667,104.84,1.41,15.2,7.7,34.3,0.52,6.1,34.5,31.2,5.4,10.6,1,0.1,2,0.1,244.2519989,98
IRIS_313-12247,Cambodia,14.31,104.90306,1.37,22.4,13.5,33.4,0.81,6.1,34.5,32.1,6,11.8,1,0.1,2,0.1,244.2519989,98
IRIS_313-12249,Cambodia,13.52861,105.04361,1.38,20.4,10.9,37.4,0.47,6,29.9,32.7,4.7,10.9,1,0.1,2,0.1,249.1390076,62
IRIS_313-12251,Cambodia,13.38667,105.08444,1.37,15.4,9.4,40.5,0.49,5.9,30.5,29,5.7,10.2,3,0.1,2,0.1,244.2519989,98
IRIS_313-12259,Laos,14.79083,106.07972,1.31,16.9,7.5,29.1,0.77,6,41,29.9,13.4,13.2,2,0.1,1,0.1,229.7149963,110
IRIS_313-12260,Laos,15.90056,105.92139,1.24,13.9,17.7,27,2.65,5.5,37.9,35.1,13.6,13.3,1,0.1,2,0.1,249.1390076,62
IRIS_313-12261,Laos,18.03417,102.59528,1.42,14.9,15.3,37.1,0.59,5.8,28.6,34.3,6.7,8.2,2,0.1,1,0.1,229.7149963,110
IRIS_313-12263,Laos,15.50972,105.99306,1.37,13.7,22.7,32.9,0.53,5.9,38.8,28.3,6.5,11.8,2,0.1,1,0.1,229.7149963,110
IRIS_313-12268,Myanmar,26.36972,96.64278,1.35,18.9,24.1,31.8,2.86,5.5,37,31.2,18.6,12.7,1,0.1,2,0.1,195.4730072,200
IRIS_313-12269,Myanmar,20.98389,92.41472,1.29,20.6,23.8,33.5,1.12,5.4,36.4,30.1,9.1,13,1,0.1,1,0.1,248.3760071,110
IRIS_313-12270,Myanmar,26.36972,96.64278,1.35,18.9,24.1,31.8,2.86,5.5,37,31.2,18.6,12.7,1,0.1,2,0.1,195.4730072,200
IRIS_313-12275,China,27.42639,116.07417,1.33,16.2,23.1,31.7,0.52,5.1,37.9,30.5,10.8,6.5,1,0.1,1,0.1,257.631012,70
IRIS_313-12290,Myanmar,25.30528,97.1,1.25,16.5,35.6,32.3,1.44,5.4,33.7,34,15.5,12.9,1,0.1,2,0.1,239.8809967,110
IRIS_313-12291,Myanmar,22.26139,94.21222,1.36,16.7,20.4,33.3,1.58,5.8,36.1,30.6,16.7,16.3,1,0.1,2,0.1,244.3760071,78
IRIS_313-12296,Myanmar,13.66278,98.43417,1.29,19.3,31.4,35.7,1.04,5.5,33.5,30.8,14.3,13.1,1,0.1,2,0.1,249.1390076,62
IRIS_313-12297,Laos,19.76361,100.53333,1.31,13.6,30.4,45.1,0.56,5.5,23.7,31.2,7,6.3,1,0.1,2,0.1,245.8500061,110
IRIS_313-12300,Laos,20.22333,102.95889,1.23,17.6,24.8,39.7,1.1,5.3,30.6,29.6,12.5,7.2,1,0.1,2,0.1,249.1390076,62
IRIS_313-12301,Laos,18.95333,102.80667,1.2,19.3,31.3,32.7,4.53,5.4,31.6,35.7,10.1,7.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-12302,Laos,20,102,1.22,16.3,26.7,41,1.25,5.4,30.1,28.9,14.2,5.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-12305,Laos,16.38778,105.375,1.45,12.4,12.5,30.7,0.38,5.6,41.8,27.5,6.5,6.4,3,0.1,2,0.1,241.1900024,86
IRIS_313-12308,Laos,15.90083,105.92139,1.24,13.9,17.7,27,2.65,5.5,37.9,35.1,13.6,13.3,1,0.1,2,0.1,249.1390076,62
IRIS_313-12309,Laos,16.80944,105.34417,1.42,13.2,9,31.4,0.46,5.7,35.9,32.8,4.9,6.5,3,0.1,2,0.1,241.1900024,86
IRIS_313-12329,Laos,17.75444,101.20472,1.37,14.6,21.3,43,0.6,5.5,31.8,25.2,5.9,6.2,1,0.1,2,0.1,249.1390076,62
IRIS_313-12334,Laos,19.31944,101.69028,1.42,15.1,22.2,36,0.75,5.7,31.3,32.7,5.8,6.5,1,0.1,2,0.1,249.1390076,62
IRIS_313-12354,Laos,20.78472,100.65194,1.25,15.2,28.4,31.5,1.01,5.3,26.5,42.1,8.4,6.6,1,0.1,2,0.1,245.8500061,110
IRIS_313-7736,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-7780,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-8244,SriLanka,6.83194,81.01083,1.18,13.7,16.6,40.2,1.4,5.4,32.3,27.4,13.3,10.2,1,0.1,1,0.1,223.7779999,146
IRIS_313-8265,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-8291,Indonesia,5.23333,95.28333,1.23,13.1,11.3,42.8,0.97,5.4,28.4,28.8,8.6,7.9,1,0.1,1,0.1,247.6829987,22
IRIS_313-8305,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-8312,Malaysia,5.28333,115.7,1.17,21.5,16.2,41.4,1.67,5.4,28.9,29.7,162.9,13.4,1,0.1,2,0.1,240.0930023,110
IRIS_313-8316,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-8341,Vietnam,16.47278,106.66056,1.3,17.7,16.1,46.4,0.73,5.7,27.1,26.5,8.2,9.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-8383,Philippines,13.11139,121.04722,1.2,20.3,18.8,33.1,0.99,5.8,32.4,34.5,10.7,10.5,1,0.1,2,0.1,251.2030029,110
IRIS_313-8407,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-8435,India,27.1425,80.8575,1.5,20.9,13.4,33.9,0.49,7.3,31.9,34.1,2.4,7.6,2,0.1,2,0.1,226.5570068,146
IRIS_313-8457,Indonesia,4.08333,96.36667,1.14,18.8,8,43.9,2.34,5.1,29.1,27.1,88.6,9.9,2,0.1,2,0.1,246.1150055,200
IRIS_313-8468,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-8474,Thailand,19.15,99.58333,1.32,11.9,24.2,42.7,1.03,5.6,34.5,22.8,9.2,6.5,1,0.1,2,0.1,237.2030029,98
IRIS_313-8485,Thailand,16,103,1.52,15.8,20,37.2,0.39,5.8,36.1,26.7,4.5,6.7,3,0.1,4,0.1,235.0130005,110
IRIS_313-8492,Malaysia,5.53333,115.56667,1.12,21.6,9.3,41,3.41,5.4,25.3,33.7,136,16.2,1,0.1,2,0.1,240.0930023,110
IRIS_313-8493,Indonesia,3.05,97.33333,1.06,22.2,6.5,45.8,2.68,5.3,20.9,33.4,85.9,20.3,2,0.1,2,0.1,191.5509949,999
IRIS_313-8509,Bangladesh,25.66667,88.75,1.4,16.9,8.3,33.7,0.81,6.6,24,42.3,5.3,8.2,2,0.1,3,0.1,229.6889954,164
IRIS_313-8530,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-8536,Indonesia,0.86361,109.89389,1.06,11.8,10.4,46.9,1.11,5.2,28.5,24.6,38.5,7.4,1,0.1,2,0.1,241.8800049,110
IRIS_313-8557,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-8567,Philippines,15.96667,120.21667,1.46,27.3,8,34.2,1.04,6.4,25.4,40.4,9.3,12.1,3,0.1,2,0.1,246.6349945,200
IRIS_313-8591,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-8614,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-8631,India,26.61639,74.26667,1.58,11.5,10.8,26,0.36,7.7,39.5,34.5,2.8,6.2,2,0.7,3,1.6,243.5780029,110
IRIS_313-8632,Bangladesh,26,89.33333,1.38,16.7,10.2,30.7,1.23,6,41.9,27.4,7.5,5.2,2,0.1,3,0.1,229.6889954,164
IRIS_313-8643,Indonesia,-1.37556,113.29028,1.27,11.6,6.4,49.1,0.8,4.9,26.8,24.1,124,7.3,3,0.1,6,0.1,257.947998,80
IRIS_313-8659,Myanmar,24.48778,95.52333,1.38,18.3,19.3,36.3,0.69,5.6,32.1,31.6,6.4,6.7,1,0.1,2,0.1,249.404007,62
IRIS_313-8683,Bangladesh,23.5,91.91667,1.42,14.8,22.3,41.5,0.86,5.4,28.8,29.7,6.1,5.9,1,0.1,1,0.1,248.3760071,110
IRIS_313-8699,SriLanka,8.55,80.43333,1.4,18.8,15.9,36.3,0.87,5.7,40.8,22.9,15.1,7.8,1,0.1,1,0.1,220.5930023,110
IRIS_313-8703,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-8704,India,26.33333,78.75,1.48,21.9,8.9,26.9,0.51,8,37.6,35.5,4.2,9.7,2,0.1,2,0.1,226.0930023,110
IRIS_313-8717,Bangladesh,24.5,90.33333,1.4,16,8.1,36.8,0.77,5.7,27.8,35.3,8,10.2,1,0.1,1,0.1,230.4100037,110
IRIS_313-8723,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-8725,Indonesia,-0.83333,119.66667,1.36,21,12.9,41.4,2.19,5.5,31.3,27.3,30.1,7.5,1,0.1,2,0.1,240.0930023,110
IRIS_313-8727,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-8731,India,23.98333,80.33333,1.68,35.9,8.7,42.5,0.75,7.5,20.9,36.6,3.6,6.5,1,0.2,3,0.3,194.0509949,92
IRIS_313-8737,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-8743,Taiwan,23.6,120.65389,1.31,12.8,14,37.2,1.06,5.1,23.9,38.9,8.6,10.9,2,0.1,2,0.1,261.5109863,70
IRIS_313-8744,Indonesia,-6.75,107.49972,1.1,20.6,9.3,47.6,1.18,5.4,24.7,27.7,15.4,10.6,1,0.1,2,0.1,250.8309937,110
IRIS_313-8751,Myanmar,17,96.03333,1.33,26,17.6,36.7,1.41,6.2,25.9,37.5,36.7,15.3,2,0.1,2,0.1,260.0100098,200
IRIS_313-8754,India,26,81.53333,1.54,20.8,15.7,31.7,0.55,7.3,24.2,44.2,2.8,9.2,2,0.1,2,0.1,226.5570068,146
IRIS_313-8757,India,23.97472,78.42111,1.68,37.7,15.5,34.7,0.49,7.6,22.2,43.1,4.3,6.9,1,0.1,1,0.2,194.0509949,92
IRIS_313-8767,Indonesia,5.23333,95.28333,1.23,13.1,11.3,42.8,0.97,5.4,28.4,28.8,8.6,7.9,1,0.1,1,0.1,247.6829987,22
IRIS_313-8781,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-8793,Myanmar,21.7225,98.66694,1.3,15.1,30.3,41.8,0.95,5.5,27.9,30.3,10.2,8.5,1,0.1,2,0.1,249.1390076,62
IRIS_313-8796,India,23.98333,80.33333,1.68,35.9,8.7,42.5,0.75,7.5,20.9,36.6,3.6,6.5,1,0.2,3,0.3,194.0509949,92
IRIS_313-8811,Malaysia,5.71667,115.95,1.21,23.4,6.2,45.7,1.84,5.6,22.3,32,134.1,14.9,1,0.1,1,0.1,196.8309937,200
IRIS_313-8831,Indonesia,-1.16111,116.88528,1.22,18.5,6.9,41.8,2.1,5.2,26.2,32,164.2,10.4,2,0.1,2,0.1,273.7409973,92
IRIS_313-8833,Indonesia,1.83278,98.75694,1.14,9.4,11.8,50,0.88,5.1,30,20,35.7,7.9,1,0.1,1,0.1,246.1150055,110
IRIS_313-8850,Bangladesh,24.5,90.33333,1.4,16,8.1,36.8,0.77,5.7,27.8,35.3,8,10.2,1,0.1,1,0.1,230.4100037,110
IRIS_313-8854,Bangladesh,22.5,91.83333,1.35,17.2,7.8,38.8,0.94,5.3,24.3,36.9,12.9,9.3,2,0.1,2,0.1,230.4100037,200
IRIS_313-8870,Thailand,13.20167,101.25194,1.47,11.3,5.7,36,0.42,6,36.4,27.6,7.4,7.2,3,0.1,2,0.1,244.2519989,98
IRIS_313-8920,India,23.97472,78.42111,1.68,37.7,15.5,34.7,0.49,7.6,22.2,43.1,4.3,6.9,1,0.1,1,0.2,194.0509949,92
IRIS_313-8922,Indonesia,-3.29472,104.14194,1.25,22.8,6.7,54.3,0.96,5.1,16.5,29.3,105.3,11.3,2,0.1,2,0.1,191.5509949,200
IRIS_313-8925,SriLanka,6.7,80.38333,1.12,28.8,11.7,39.2,4.28,5.5,27.3,33.6,61.1,14,1,0.1,2,0.1,252.2200012,146
IRIS_313-8932,Bangladesh,24.91361,89.33583,1.39,16.3,8.6,33.5,0.95,6.6,21.5,45,7.8,8.7,2,0.1,2,0.1,230.4100037,200
IRIS_313-8948,Philippines,16.67667,120.49028,1.29,19.6,28.4,37.3,1.01,5.6,26.6,36.1,5.2,8.3,1,0.1,1,0.1,234.6029968,110
IRIS_313-8956,Indonesia,-2.69056,119.02583,1.19,15.7,12.2,42.9,1.4,5.1,25.9,31.2,32.6,9.5,1,0.1,2,0.1,241.8800049,110
IRIS_313-8968,SriLanka,7.93333,81,1.35,22.3,11.9,35.6,1.24,6.1,28.2,36.2,15.8,10.3,2,0.1,3,0.1,243.7649994,200
IRIS_313-8978,Indonesia,5.05,95.36667,1.24,16.1,11.6,44.2,1.19,5.2,26,29.9,22.4,8.3,1,0.1,2,0.1,245.7039948,110
IRIS_313-8988,India,21.33333,79.48333,1.76,45,19.3,47.6,0.43,7.7,13.2,39.1,3.3,6.9,1,0.2,3,0.3,194.0509949,92
IRIS_313-9005,Indonesia,-2.69056,119.02583,1.19,15.7,12.2,42.9,1.4,5.1,25.9,31.2,32.6,9.5,1,0.1,2,0.1,241.8800049,110
IRIS_313-9019,Thailand,18.5,98.33333,1.36,11.3,26,35.2,0.62,5.9,42.4,22.4,5.8,6.5,1,0.1,2,0.1,249.1390076,62
IRIS_313-9020,Thailand,14.83333,100.66667,1.51,20,14.3,36.5,0.4,6.5,22.1,41.4,10.4,8.4,1,0.1,2,0.1,233.7779999,52
IRIS_313-9049,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9054,Indonesia,4.02694,96.62972,1.19,16.4,10.5,47.5,1.13,4.9,31.6,21,60.4,7.6,1,0.1,1,0.1,246.1150055,110
IRIS_313-9067,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9070,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-9072,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9097,Indonesia,5.5,95.33333,1.37,18.3,8.9,38.3,1.33,5.5,31.6,30.1,19.4,9.4,2,0.1,2,0.1,211.0160065,22
IRIS_313-9098,Indonesia,4.08333,96.25,1,22.3,7.7,40.7,2.26,5.4,26.5,32.8,108.2,18.1,2,0.1,2,0.1,191.5509949,200
IRIS_313-9102,Malaysia,5.81667,117.43333,0.83,26.4,13.4,39.5,1.41,5.4,25.8,34.7,59.7,20.9,17,0.1,15,0.1,240.0930023,110
IRIS_313-9112,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9115,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9117,Indonesia,-3.1225,115.90472,1.2,16.8,7.1,41.7,0.94,4.9,28.7,29.6,147.9,9.7,2,0.1,3,0.1,269.7609863,62
IRIS_313-9119,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9131,Vietnam,16.47278,106.66056,1.3,17.7,16.1,46.4,0.73,5.7,27.1,26.5,8.2,9.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-9139,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9174,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9182,Myanmar,18.68361,96.68306,1.38,20.6,22.9,32.8,0.79,5.5,36.6,30.6,11.1,6.5,2,0.1,2,0.1,220.6580048,164
IRIS_313-9188,Indonesia,1.11667,97.76667,1.13,19.4,4.1,44.2,1.47,5,25.3,30.6,193.9,13.3,2,0.1,2,0.1,225.5370026,200
IRIS_313-9198,Laos,18.59222,102.17278,1.34,15.6,22.8,36.4,0.82,5.3,31.2,32.4,7.8,6.5,1,0.1,2,0.1,245.8500061,110
IRIS_313-9208,Indonesia,-1.22333,100.44778,1.13,14.5,8.3,48.2,1.04,5.1,22.2,29.6,112.4,10.7,1,0.1,1,0.1,211.8679962,110
IRIS_313-9210,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-9218,Bangladesh,22.5,91.83333,1.35,17.2,7.8,38.8,0.94,5.3,24.3,36.9,12.9,9.3,2,0.1,2,0.1,230.4100037,200
IRIS_313-9251,Indonesia,0.86361,109.89389,1.06,11.8,10.4,46.9,1.11,5.2,28.5,24.6,38.5,7.4,1,0.1,2,0.1,241.8800049,110
IRIS_313-9262,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9271,Bangladesh,24.5,90.33333,1.4,16,8.1,36.8,0.77,5.7,27.8,35.3,8,10.2,1,0.1,1,0.1,230.4100037,110
IRIS_313-9273,Indonesia,-2.69056,119.02583,1.19,15.7,12.2,42.9,1.4,5.1,25.9,31.2,32.6,9.5,1,0.1,2,0.1,241.8800049,110
IRIS_313-9281,Thailand,12.5,102.5,1.39,13.3,9.4,38.8,0.7,5.2,30,31.2,5.2,6.9,1,0.1,2,0.1,245.8500061,110
IRIS_313-9302,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9310,Indonesia,4.08333,96.25,1,22.3,7.7,40.7,2.26,5.4,26.5,32.8,108.2,18.1,2,0.1,2,0.1,191.5509949,200
IRIS_313-9317,Vietnam,20,105.5,1.4,15.3,5.9,39.4,0.68,6.3,23.7,36.8,7.9,8.9,2,0.1,2,0.1,228.6210022,200
IRIS_313-9320,Indonesia,-2.69056,119.02583,1.19,15.7,12.2,42.9,1.4,5.1,25.9,31.2,32.6,9.5,1,0.1,2,0.1,241.8800049,110
IRIS_313-9357,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9360,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-9384,India,15.58389,73.85528,1.32,21.1,18.4,34.1,4.76,6.4,34.6,31.3,30.9,13.7,3,0.1,4,0.1,259.5629883,152
IRIS_313-9391,Bangladesh,22.25,92,1.3,18.9,8.2,38.2,1.04,5.5,30.4,31.5,12.6,8.9,2,0.1,2,0.1,248.3760071,200
IRIS_313-9397,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9406,Thailand,12.86667,101.86667,1.34,17.2,21.7,41.6,0.69,5.4,26.8,31.7,6.1,7.9,3,0.1,2,0.1,244.2519989,98
IRIS_313-9424,India,25.83333,93.43333,1.41,16.4,22.5,45.9,1.49,5.7,29,25.1,13.5,7.1,2,0.1,2,0.1,241.3040009,110
IRIS_313-9429,Vietnam,16.47278,106.66056,1.3,17.7,16.1,46.4,0.73,5.7,27.1,26.5,8.2,9.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-9451,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9484,India,22.66667,80.33306,1.81,44.7,15.3,48.7,0.45,7.6,10.8,40.4,3.7,7.3,1,0.2,3,0.3,194.0509949,92
IRIS_313-9492,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-9505,Philippines,13.11139,121.04722,1.2,20.3,18.8,33.1,0.99,5.8,32.4,34.5,10.7,10.5,1,0.1,2,0.1,251.2030029,110
IRIS_313-9567,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9574,Brunei,4.53389,114.75167,1.18,15.1,10.2,35.2,1.23,5.1,30.3,34.5,207.2,12.3,1,0.1,2,0.1,240.0930023,110
IRIS_313-9582,Malaysia,2.55722,113.00083,1.21,11.8,3.1,40,1.43,4.9,27.7,32.3,216.1,7.7,1,0.1,2,0.1,241.8800049,110
IRIS_313-9594,Bangladesh,22.58333,92.33333,1.26,20.4,23.9,36.3,0.83,5.3,31.5,32.2,4.8,6.7,1,0.1,1,0.1,248.3760071,999
IRIS_313-9605,India,27.1425,80.8575,1.5,20.9,13.4,33.9,0.49,7.3,31.9,34.1,2.4,7.6,2,0.1,2,0.1,226.5570068,146
IRIS_313-9606,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9617,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9637,Vietnam,16.47278,106.66056,1.3,17.7,16.1,46.4,0.73,5.7,27.1,26.5,8.2,9.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-9669,Thailand,18.83333,99.5,1.37,13.8,22.7,35.6,0.5,5.8,37.1,27.3,5,7.3,1,0.1,2,0.1,249.1390076,110
IRIS_313-9694,Malaysia,4.93333,115.88333,1.14,16,11.6,49,1.48,5.3,24.4,26.7,44.7,14.9,1,0.1,2,0.1,240.0930023,110
IRIS_313-9697,Thailand,7.46667,99.68333,1.3,15.1,10,43.1,0.93,5.4,24.3,32.6,9.2,9.9,1,0.1,2,0.1,237.2030029,110
IRIS_313-9699,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-9730,China,27.57667,111.55833,1.45,19.5,23.2,35.9,0.72,5.9,24.6,39.5,7,6,2,0.1,2,0.1,245.9160004,110
IRIS_313-9831,SriLanka,6.84639,80.03194,1.19,21,7.3,33.9,2.11,5.5,30.9,35.2,21.2,12.1,2,0.1,3,0.1,252.2200012,146
IRIS_313-9968,SriLanka,9.20833,80.56917,1.3,22.1,15.5,33.6,2.2,6,35.8,30.6,24.3,17.4,1,0.1,1,0.1,220.5930023,110
IRIS_313-9970,SriLanka,8.56833,81.07889,1.34,24.4,17,32.9,2.04,6,29.2,37.9,31.2,12,1,0.1,1,0.1,233.6000061,86